Entity Name,Domain Code,Entity Keys,Table Name,Table Column
Deposit Transaction Accounting Line,DepositTransactionAccountingLine,DepositTransactionAccountingLine_accountingbook,DW_NS_DEPOSIT_LINES_F,accountingbook
Deposit Transaction Accounting Line,DepositTransactionAccountingLine,DepositTransactionAccountingLine_transaction,DW_NS_DEPOSIT_LINES_F,transaction
Deposit Transaction Accounting Line,DepositTransactionAccountingLine,DepositTransactionAccountingLine_transactionline,DW_NS_DEPOSIT_LINES_F,id
Deposit Transaction Line,DepositTransactionLine,DepositTransactionLine_id,DW_NS_DEPOSIT_LINES_F,id
Deposit Transaction Line,DepositTransactionLine,DepositTransactionLine_transaction,DW_NS_DEPOSIT_LINES_F,transaction
Deposit Transactions,DepositTransactions,DepositTransactions_id,DW_NS_DEPOSIT_F,id
Deposit Transactions,DepositTransactions,DepositTransactions_id,DW_NS_DEPOSIT_LINES_F,transaction
Effectivity Based On Type,EffectivityBasedOnType,EffectivityBasedOnType_key,DW_NS_EffectivityBasedOnType_D,key
Email Preference Type,EmailPreferenceType,EmailPreferenceType_id,DW_NS_EmailPreferenceType_D,id
Employee,employee,employee_id,DW_NS_employee_D,id
Employee Expense Report Transaction Accounting Line,ExpReptTransactionAccountingLine,ExpReptTransactionAccountingLine_accountingbook,DW_NS_EMPLOYEE_EXPENSE_REPORT_LINES_F,accountingbook
Employee Expense Report Transaction Accounting Line,ExpReptTransactionAccountingLine,ExpReptTransactionAccountingLine_transaction,DW_NS_EMPLOYEE_EXPENSE_REPORT_LINES_F,transaction
Employee Expense Report Transaction Accounting Line,ExpReptTransactionAccountingLine,ExpReptTransactionAccountingLine_transactionline,DW_NS_EMPLOYEE_EXPENSE_REPORT_LINES_F,id
Employee Expense Report Transaction Line,ExpReptTransactionLine,ExpReptTransactionLine_id,DW_NS_EMPLOYEE_EXPENSE_REPORT_LINES_F,id
Employee Expense Report Transaction Line,ExpReptTransactionLine,ExpReptTransactionLine_transaction,DW_NS_EMPLOYEE_EXPENSE_REPORT_LINES_F,transaction
Employee Expense Report Transactions,ExpReptTransactions,ExpReptTransactions_id,DW_NS_EMPLOYEE_EXPENSE_REPORT_F,id
Employee Expense Report Transactions,ExpReptTransactions,ExpReptTransactions_id,DW_NS_EMPLOYEE_EXPENSE_REPORT_LINES_F,transaction
Employee Expense Report Transactions,ExpReptTransactions,ExpReptTransactions_id,DW_NS_EMPLOYEE_EXPENSE_REPORT_SNAPSHOT_F,id
Employee Status,employeestatus,employeestatus_id,DW_NS_EMPLOYEESTATUS_D,id
Employee Type,EmployeeType,EmployeeType_id,DW_NS_EmployeeType_D,id
Entity,entity,entity_id,DW_NS_entity_D,id
Entity Address,EntityAddress,EntityAddress_nkey,DW_NS_EntityAddress_D,nkey
Entity Address Book,entityAddressbook,entityAddressbook_internalid,DW_NS_entityAddressbook_D,internalid
Entity Group,entityGroup,entityGroup_id,DW_NS_entityGroup_D,id
Entity Group Type,entityGroupType,entityGroupType_key,DW_NS_entityGroupType_D,key
Entity Status,EntityStatus,EntityStatus_key,DW_NS_EntityStatus_D,key
Estimate Transaction Accounting Line,EstimateTransactionAccountingLine,EstimateTransactionAccountingLine_accountingbook,DW_NS_ESTIMATE_LINES_F,accountingbook
Estimate Transaction Accounting Line,EstimateTransactionAccountingLine,EstimateTransactionAccountingLine_transaction,DW_NS_ESTIMATE_LINES_F,transaction
Estimate Transaction Accounting Line,EstimateTransactionAccountingLine,EstimateTransactionAccountingLine_transactionline,DW_NS_ESTIMATE_LINES_F,id
Estimate Transaction Line,EstimateTransactionLine,EstimateTransactionLine_id,DW_NS_ESTIMATE_LINES_F,id
Estimate Transaction Line,EstimateTransactionLine,EstimateTransactionLine_transaction,DW_NS_ESTIMATE_LINES_F,transaction
Estimate Transactions,EstimateTransactions,EstimateTransactions_id,DW_NS_ESTIMATE_F,id
Estimate Transactions,EstimateTransactions,EstimateTransactions_id,DW_NS_ESTIMATE_LINES_F,transaction
Event Frequency,EventFrequency,EventFrequency_key,DW_NS_EventFrequency_D,key
Event Priority,EventPriority,EventPriority_id,DW_NS_EventPriority_D,id
Expense Category,ExpenseCategory,ExpenseCategory_id,DW_NS_ExpenseCategory_D,id
File,File,File_id,DW_NS_File_D,id
Fiscal Calendar,fiscalCalendar,fiscalCalendar_id,DW_NS_fiscalCalendar_D,id
Forecast Type,forecastType,forecastType_nkey,DW_NS_forecastType_D,nkey
Frequency Type,FrequencyType,FrequencyType_type,DW_NS_FrequencyType_D,type
Fulfillment Choice,fulfillmentChoice,fulfillmentChoice_key,DW_NS_fulfillmentChoice_D,key
Fulfillment Exception Reason,fulfillmentExceptionReason,fulfillmentExceptionReason_id,DW_NS_fulfillmentExceptionReason_D,id
Fulfillment Exception Type,FulfillmentExceptionType,FulfillmentExceptionType_key,DW_NS_FulfillmentExceptionType_D,key
Fulfillment Request Transaction Accounting Line,FftReqTransactionAccountingLine,FftReqTransactionAccountingLine_accountingbook,DW_NS_FULFILLMENT_REQUEST_LINES_F,accountingbook
Fulfillment Request Transaction Accounting Line,FftReqTransactionAccountingLine,FftReqTransactionAccountingLine_transaction,DW_NS_FULFILLMENT_REQUEST_LINES_F,transaction
Fulfillment Request Transaction Accounting Line,FftReqTransactionAccountingLine,FftReqTransactionAccountingLine_transactionline,DW_NS_FULFILLMENT_REQUEST_LINES_F,id
Fulfillment Request Transaction Line,FftReqTransactionLine,FftReqTransactionLine_id,DW_NS_FULFILLMENT_REQUEST_LINES_F,id
Fulfillment Request Transaction Line,FftReqTransactionLine,FftReqTransactionLine_transaction,DW_NS_FULFILLMENT_REQUEST_LINES_F,transaction
Fulfillment Request Transactions,FftReqTransactions,FftReqTransactions_id,DW_NS_FULFILLMENT_REQUEST_F,id
Fulfillment Request Transactions,FftReqTransactions,FftReqTransactions_id,DW_NS_FULFILLMENT_REQUEST_LINES_F,transaction
Fulfillment Request Type,FulfillmentRequestType,FulfillmentRequestType_key,DW_NS_FulfillmentRequestType_D,key
GL Impact Adjustment Transaction Accounting Line,GLAdjTransactionAccountingLine,GLAdjTransactionAccountingLine_accountingbook,DW_NS_GL_IMPACT_ADJUST_LINES_F,accountingbook
GL Impact Adjustment Transaction Accounting Line,GLAdjTransactionAccountingLine,GLAdjTransactionAccountingLine_transaction,DW_NS_GL_IMPACT_ADJUST_LINES_F,transaction
GL Impact Adjustment Transaction Accounting Line,GLAdjTransactionAccountingLine,GLAdjTransactionAccountingLine_transactionline,DW_NS_GL_IMPACT_ADJUST_LINES_F,id
GL Impact Adjustment Transaction Line,GLAdjTransactionLine,GLAdjTransactionLine_id,DW_NS_GL_IMPACT_ADJUST_LINES_F,id
GL Impact Adjustment Transaction Line,GLAdjTransactionLine,GLAdjTransactionLine_transaction,DW_NS_GL_IMPACT_ADJUST_LINES_F,transaction
GL Impact Adjustment Transactions,GLAdjTransactions,GLAdjTransactions_id,DW_NS_GL_IMPACT_ADJUST_F,id
GL Impact Adjustment Transactions,GLAdjTransactions,GLAdjTransactions_id,DW_NS_GL_IMPACT_ADJUST_LINES_F,transaction
Generalized Item,generalizedItem,generalizedItem_id,DW_NS_item_D,id
Generic Resource,GenericResource,GenericResource_id,DW_NS_GenericResource_D,id
Inbound Shipment,InboundShipment,InboundShipment_id,DW_NS_INBOUND_SHIPMENT_F,id
Inbound Shipment,InboundShipment,InboundShipment_id,DW_NS_INBOUND_SHIPMENT_ITEM_F,inboundshipment
Inbound Shipment,InboundShipment,InboundShipment_id,DW_NS_INBOUND_SHIPMENT_SNAPSHOT_F,id
Inbound Shipment Item,InboundShipmentItem,InboundShipmentItem_id,DW_NS_INBOUND_SHIPMENT_ITEM_F,id
International Commercial Term,IncoTerm,IncoTerm_id,DW_NS_IncoTerm_D,id
International Commercial Term Type,IncoTermType,IncoTermType_key,DW_NS_IncoTermType_D,key
Inventory Adjustment Transaction Accounting Line,InvAdjstTransactionAccountingLine,InvAdjstTransactionAccountingLine_accountingbook,DW_NS_INVENTORY_ADJUST_LINES_F,accountingbook
Inventory Adjustment Transaction Accounting Line,InvAdjstTransactionAccountingLine,InvAdjstTransactionAccountingLine_transaction,DW_NS_INVENTORY_ADJUST_LINES_F,transaction
Inventory Adjustment Transaction Accounting Line,InvAdjstTransactionAccountingLine,InvAdjstTransactionAccountingLine_transactionline,DW_NS_INVENTORY_ADJUST_LINES_F,id
Inventory Adjustment Transaction Line,InvAdjstTransactionLine,InvAdjstTransactionLine_id,DW_NS_INVENTORY_ADJUST_LINES_F,id
Inventory Adjustment Transaction Line,InvAdjstTransactionLine,InvAdjstTransactionLine_transaction,DW_NS_INVENTORY_ADJUST_LINES_F,transaction
Inventory Adjustment Transactions,InvAdjstTransactions,InvAdjstTransactions_id,DW_NS_INVENTORY_ADJUST_F,id
Inventory Adjustment Transactions,InvAdjstTransactions,InvAdjstTransactions_id,DW_NS_INVENTORY_ADJUST_LINES_F,transaction
Inventory Balance,InventoryBalance,InventoryBalance_binnumber,DW_NS_InventoryBalance_F,binnumber
Inventory Balance,InventoryBalance,InventoryBalance_inventorynumber,DW_NS_InventoryBalance_F,inventorynumber
Inventory Balance,InventoryBalance,InventoryBalance_inventorystatus,DW_NS_InventoryBalance_F,inventorystatus
Inventory Balance,InventoryBalance,InventoryBalance_item,DW_NS_InventoryBalance_F,item
Inventory Balance,InventoryBalance,InventoryBalance_location,DW_NS_InventoryBalance_F,location
Inventory Commit,InvtCommit,InvtCommit_key,DW_NS_InvtCommit_D,key
Inventory Cost Revaluation Transaction Accounting Line,InvRevalTransactionAccountingLine,InvRevalTransactionAccountingLine_accountingbook,DW_NS_INVENTORY_COST_REVAL_LINES_F,accountingbook
Inventory Cost Revaluation Transaction Accounting Line,InvRevalTransactionAccountingLine,InvRevalTransactionAccountingLine_transaction,DW_NS_INVENTORY_COST_REVAL_LINES_F,transaction
Inventory Cost Revaluation Transaction Accounting Line,InvRevalTransactionAccountingLine,InvRevalTransactionAccountingLine_transactionline,DW_NS_INVENTORY_COST_REVAL_LINES_F,id
Inventory Cost Revaluation Transaction Line,InvRevalTransactionLine,InvRevalTransactionLine_id,DW_NS_INVENTORY_COST_REVAL_LINES_F,id
Inventory Cost Revaluation Transaction Line,InvRevalTransactionLine,InvRevalTransactionLine_transaction,DW_NS_INVENTORY_COST_REVAL_LINES_F,transaction
Inventory Cost Revaluation Transactions,InvRevalTransactions,InvRevalTransactions_id,DW_NS_INVENTORY_COST_REVAL_F,id
Inventory Cost Revaluation Transactions,InvRevalTransactions,InvRevalTransactions_id,DW_NS_INVENTORY_COST_REVAL_LINES_F,transaction
Inventory Count Transaction Accounting Line,InvCountTransactionAccountingLine,InvCountTransactionAccountingLine_accountingbook,DW_NS_INVENTORY_COUNT_LINES_F,accountingbook
Inventory Count Transaction Accounting Line,InvCountTransactionAccountingLine,InvCountTransactionAccountingLine_transaction,DW_NS_INVENTORY_COUNT_LINES_F,transaction
Inventory Count Transaction Accounting Line,InvCountTransactionAccountingLine,InvCountTransactionAccountingLine_transactionline,DW_NS_INVENTORY_COUNT_LINES_F,id
Inventory Count Transaction Line,InvCountTransactionLine,InvCountTransactionLine_id,DW_NS_INVENTORY_COUNT_LINES_F,id
Inventory Count Transaction Line,InvCountTransactionLine,InvCountTransactionLine_transaction,DW_NS_INVENTORY_COUNT_LINES_F,transaction
Inventory Count Transactions,InvCountTransactions,InvCountTransactions_id,DW_NS_INVENTORY_COUNT_F,id
Inventory Count Transactions,InvCountTransactions,InvCountTransactions_id,DW_NS_INVENTORY_COUNT_LINES_F,transaction
Inventory Item Price,inventoryItemPrice,inventoryItemPrice_currencypage,DW_NS_INVENTORY_ITEM_PRICE_F,currency
Inventory Item Price,inventoryItemPrice,inventoryItemPrice_item,DW_NS_INVENTORY_ITEM_PRICE_F,item
Inventory Item Price,inventoryItemPrice,inventoryItemPrice_pricelevel,DW_NS_INVENTORY_ITEM_PRICE_F,pricelevel
Inventory Item Price,inventoryItemPrice,inventoryItemPrice_priceqty,DW_NS_INVENTORY_ITEM_PRICE_F,itemquantity_seqnum
Inventory Number,inventoryNumber,inventoryNumber_id,DW_NS_inventoryNumber_D,id
Inventory Number Location,InventoryNumberLocation,InventoryNumberLocation_inventorynumber,DW_NS_InventoryNumberLocation_F,inventorynumber
Inventory Number Location,InventoryNumberLocation,InventoryNumberLocation_location,DW_NS_InventoryNumberLocation_F,location
Inventory Status,inventoryStatus,inventoryStatus_id,DW_NS_inventoryStatus_D,id
Inventory Status Change Transaction Line,StatChngTransactionLine,StatChngTransactionLine_id,DW_NS_INVENTORY_STATUS_CHANGE_LINES_F,id
Inventory Status Change Transaction Line,StatChngTransactionLine,StatChngTransactionLine_transaction,DW_NS_INVENTORY_STATUS_CHANGE_LINES_F,transaction
Inventory Status Change Transactions,StatChngTransactions,StatChngTransactions_id,DW_NS_INVENTORY_STATUS_CHANGE_F,id
Inventory Status Change Transactions,StatChngTransactions,StatChngTransactions_id,DW_NS_INVENTORY_STATUS_CHANGE_LINES_F,transaction
Inventory Transfer Transaction Accounting Line,InvTrnfrTransactionAccountingLine,InvTrnfrTransactionAccountingLine_accountingbook,DW_NS_INVENTORY_TRANSFER_LINES_F,accountingbook
Inventory Transfer Transaction Accounting Line,InvTrnfrTransactionAccountingLine,InvTrnfrTransactionAccountingLine_transaction,DW_NS_INVENTORY_TRANSFER_LINES_F,transaction
Inventory Transfer Transaction Accounting Line,InvTrnfrTransactionAccountingLine,InvTrnfrTransactionAccountingLine_transactionline,DW_NS_INVENTORY_TRANSFER_LINES_F,id
Inventory Transfer Transaction Line,InvTrnfrTransactionLine,InvTrnfrTransactionLine_id,DW_NS_INVENTORY_TRANSFER_LINES_F,id
Inventory Transfer Transaction Line,InvTrnfrTransactionLine,InvTrnfrTransactionLine_transaction,DW_NS_INVENTORY_TRANSFER_LINES_F,transaction
Inventory Transfer Transactions,InvTrnfrTransactions,InvTrnfrTransactions_id,DW_NS_INVENTORY_TRANSFER_F,id
Inventory Transfer Transactions,InvTrnfrTransactions,InvTrnfrTransactions_id,DW_NS_INVENTORY_TRANSFER_LINES_F,transaction
Inventory Worksheet Transaction Accounting Line,InvWkshtTransactionAccountingLine,InvWkshtTransactionAccountingLine_accountingbook,DW_NS_INVENTORY_WORKSHEET_LINES_F,accountingbook
Inventory Worksheet Transaction Accounting Line,InvWkshtTransactionAccountingLine,InvWkshtTransactionAccountingLine_transaction,DW_NS_INVENTORY_WORKSHEET_LINES_F,transaction
Inventory Worksheet Transaction Accounting Line,InvWkshtTransactionAccountingLine,InvWkshtTransactionAccountingLine_transactionline,DW_NS_INVENTORY_WORKSHEET_LINES_F,id
Inventory Worksheet Transaction Line,InvWkshtTransactionLine,InvWkshtTransactionLine_id,DW_NS_INVENTORY_WORKSHEET_LINES_F,id
Inventory Worksheet Transaction Line,InvWkshtTransactionLine,InvWkshtTransactionLine_transaction,DW_NS_INVENTORY_WORKSHEET_LINES_F,transaction
Inventory Worksheet Transactions,InvWkshtTransactions,InvWkshtTransactions_id,DW_NS_INVENTORY_WORKSHEET_F,id
Inventory Worksheet Transactions,InvWkshtTransactions,InvWkshtTransactions_id,DW_NS_INVENTORY_WORKSHEET_LINES_F,transaction
Invoice Billing Address,invoiceBillingAddress,invoiceBillingAddress_nkey,DW_NS_invoiceBillingAddress_D,nkey
Invoice Group,InvoiceGroup,InvoiceGroup_id,DW_NS_InvoiceGroup_D,id
Invoice Group Status,invoiceGroupStatus,invoiceGroupStatus_id,DW_NS_invoiceGroupStatus_D,id
Invoice Shipping Address,invoiceShippingAddress,invoiceShippingAddress_nkey,DW_NS_invoiceShippingAddress_D,nkey
Issue,Issue,Issue_id,DW_NS_ISSUE_F,id
Issue Case Map,issueIssueCaseMap,issueIssueCaseMap_issue,DW_NS_ISSUE_CASE_MAP_G,issue
Issue Case Map,issueIssueCaseMap,issueIssueCaseMap_issuecase,DW_NS_ISSUE_CASE_MAP_G,issuecase
Issue Priority,IssuePriority,IssuePriority_id,DW_NS_IssuePriority_D,id
Issue Severity,IssueSeverity,IssueSeverity_id,DW_NS_IssueSeverity_D,id
Issue Status,IssueStatus,IssueStatus_id,DW_NS_IssueStatus_D,id
Item,item,item_id,DW_NS_item_D,id
Item Receipt Transaction Accounting Line,ItemRcptTransactionAccountingLine,ItemRcptTransactionAccountingLine_accountingbook,DW_NS_ITEM_RECEIPT_LINES_F,accountingbook
Item Receipt Transaction Accounting Line,ItemRcptTransactionAccountingLine,ItemRcptTransactionAccountingLine_transaction,DW_NS_ITEM_RECEIPT_LINES_F,transaction
Item Receipt Transaction Accounting Line,ItemRcptTransactionAccountingLine,ItemRcptTransactionAccountingLine_transactionline,DW_NS_ITEM_RECEIPT_LINES_F,id
Item Receipt Transaction Line,ItemRcptTransactionLine,ItemRcptTransactionLine_id,DW_NS_ITEM_RECEIPT_LINES_F,id
Item Receipt Transaction Line,ItemRcptTransactionLine,ItemRcptTransactionLine_transaction,DW_NS_ITEM_RECEIPT_LINES_F,transaction
Item Receipt Transactions,ItemRcptTransactions,ItemRcptTransactions_id,DW_NS_ITEM_RECEIPT_F,id
Item Receipt Transactions,ItemRcptTransactions,ItemRcptTransactions_id,DW_NS_ITEM_RECEIPT_LINES_F,transaction
Item Revenue Category,itemRevenueCategory,itemRevenueCategory_id,DW_NS_itemRevenueCategory_D,id
Item Shipment Transaction Accounting Line,ItemShipTransactionAccountingLine,ItemShipTransactionAccountingLine_accountingbook,DW_NS_ITEM_SHIPMENT_LINES_F,accountingbook
Item Shipment Transaction Accounting Line,ItemShipTransactionAccountingLine,ItemShipTransactionAccountingLine_transaction,DW_NS_ITEM_SHIPMENT_LINES_F,transaction
Item Shipment Transaction Accounting Line,ItemShipTransactionAccountingLine,ItemShipTransactionAccountingLine_transactionline,DW_NS_ITEM_SHIPMENT_LINES_F,id
Item Shipment Transaction Line,ItemShipTransactionLine,ItemShipTransactionLine_id,DW_NS_ITEM_SHIPMENT_LINES_F,id
Item Shipment Transaction Line,ItemShipTransactionLine,ItemShipTransactionLine_transaction,DW_NS_ITEM_SHIPMENT_LINES_F,transaction
Item Shipment Transactions,ItemShipTransactions,ItemShipTransactions_id,DW_NS_ITEM_SHIPMENT_F,id
Item Shipment Transactions,ItemShipTransactions,ItemShipTransactions_id,DW_NS_ITEM_SHIPMENT_LINES_F,transaction
Item Shipment Transactions,ItemShipTransactions,ItemShipTransactions_id,DW_NS_ITEM_SHIPMENT_SNAPSHOT_F,id
Item Source,ItemSource,ItemSource_key,DW_NS_ItemSource_D,key
Item Subtype,itemSubtype,itemSubtype_key,DW_NS_itemSubtype_D,key
Item Type,itemtype,itemtype_id,DW_NS_ITEMTYPE_D,id
Item Unit,itemUnit,itemUnit_key,DW_NS_itemUnit_D,key
Job,job,job_id,DW_NS_job_D,id
Job Resource Role,JobResourceRole,JobResourceRole_id,DW_NS_JobResourceRole_D,id
Journal Transaction Accounting Line,JournalTransactionAccountingLine,JournalTransactionAccountingLine_accountingbook,DW_NS_JOURNAL_LINES_F,accountingbook
Journal Transaction Accounting Line,JournalTransactionAccountingLine,JournalTransactionAccountingLine_transaction,DW_NS_JOURNAL_LINES_F,transaction
Journal Transaction Accounting Line,JournalTransactionAccountingLine,JournalTransactionAccountingLine_transactionline,DW_NS_JOURNAL_LINES_F,id
Journal Transaction Line,JournalTransactionLine,JournalTransactionLine_id,DW_NS_JOURNAL_LINES_F,id
Journal Transaction Line,JournalTransactionLine,JournalTransactionLine_transaction,DW_NS_JOURNAL_LINES_F,transaction
Journal Transactions,JournalTransactions,JournalTransactions_id,DW_NS_JOURNAL_F,id
Journal Transactions,JournalTransactions,JournalTransactions_id,DW_NS_JOURNAL_LINES_F,transaction
Lag Type,LagType,LagType_key,DW_NS_LagType_D,key
Language,Language,Language_deflocale,DW_NS_Language_D,deflocale
Limit Type,LimitType,LimitType_type,DW_NS_LimitType_D,type
Location,location,location_id,DW_NS_location_D,id
Location Type,LOCATIONTYPE,LOCATIONTYPE_id,DW_NS_LOCATIONTYPE_D,id
Manufacturing Cost Template,ManufacturingCostTemplate,ManufacturingCostTemplate_id,DW_NS_ManufacturingCostTemplate_D,id
Manufacturing Routing,ManufacturingRouting,ManufacturingRouting_id,DW_NS_ManufacturingRouting_D,id
Manufacturing Routing Routing Step,ManufacturingRoutingRoutingStep,ManufacturingRoutingRoutingStep_manufacturingrouting,DW_NS_ManufacturingRoutingRoutingStep_D,manufacturingrouting
Manufacturing Routing Routing Step,ManufacturingRoutingRoutingStep,ManufacturingRoutingRoutingStep_operationsequence,DW_NS_ManufacturingRoutingRoutingStep_D,operationsequence
Media Type,MediaType,MediaType_key,DW_NS_MediaType_D,key
Merchandise Hierarchy Level,MerchandiseHierarchyLevel,MerchandiseHierarchyLevel_id,DW_NS_MerchandiseHierarchyLevel_D,id
Merchandise Hierarchy Node,MerchandiseHierarchyNode,MerchandiseHierarchyNode_id,DW_NS_MerchandiseHierarchyNode_D,id
Merchandise Hierarchy Version,MerchandiseHierarchyVersion,MerchandiseHierarchyVersion_id,DW_NS_MerchandiseHierarchyVersion_D,id
